Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion,Holiday
1000887841,2022-11-19 19:48:12,Pamela Norris,"['Pasta', 'Vacuum Cleaner']",3,9.366880507082932,Credit Card,Boston,Department Store,False,Young Adult,Spring,Bogo (Buy One Get One),False
1000154663,2021-03-12 21:50:48,Matthew Hamilton,['Water'],2,133.49125373239443,Debit Card,Los Angeles,Department Store,False,Professional,,Bogo (Buy One Get One),False
1000623121,2020-02-08 01:04:23,Daniel Mora,['Cheese'],9,93.69,Debit Card,Dallas,Specialty Store,,Middle-Aged,,Bogo (Buy One Get One),False
1000644678,2020-01-12 21:03:30,Natalie Moore,"['Toothbrush', 'Coffee', 'Sponges']",8,21.200704257827184,Cash,Boston,Convenience Store,True,Professional,Winter,Na,False
1000353955,2021-03-31 01:32:03,Alyssa Morgan,"['Deodorant', 'Mayonnaise', 'Trash Cans']",2,94.61218125577348,Mobile Payment,Dallas,Pharmacy,True,Professional,Summer,Discount On Selected Items,False
1000032655,2023-04-23 13:19:35,Linda Adams,"['Apple', 'Cereal', 'Onions', 'Vinegar']",4,67.13381829273436,Cash,Atlanta,Specialty Store,False,Professional,Spring,Bogo (Buy One Get One),False
1000279868,2020-07-16 06:40:53,Barbara Roberts,"['Banana', 'Broom', 'Garden Hose', 'Bath Towels']",6,36.10340381711791,Debit Card,Los Angeles,Specialty Store,False,Professional,Spring,Bogo (Buy One Get One),False
1000309957,2020-11-02 18:08:05,Morgan Coleman,"['Iron', 'Air Freshener']",4,54.332704685743806,Credit Card,New York,Supermarket,True,Professional,Spring,Bogo (Buy One Get One),False
1000477190,2021-05-07 07:29:46,Robert Mccormick,"['Pickles', 'Tissues', 'Light Bulbs', 'Tuna', 'Carrots']",2,,Credit Card,Houston,Specialty Store,False,Retiree,Spring,Na,False
1000850740,2023-05-01 01:04:17,Lauren Welch,"['Vinegar', 'Tea']",7,114.61944851005984,Credit Card,San Francisco,Warehouse Club,True,Young Adult,Spring,Discount On Selected Items,False
1000625351,2020-07-21 08:59:56,James Singh,"['Toilet Paper', 'Apple', 'Butter', 'Ketchup']",4,31.74944145212209,Cash,Los Angeles,Warehouse Club,False,Professional,Summer,Bogo (Buy One Get One),False
1000955136,2022-07-16 13:13:20,James Taylor,"['Vinegar', 'Insect Repellent', 'Insect Repellent']",10,90.06,Mobile Payment,San Francisco,Warehouse Club,True,Middle-Aged,Fall,Bogo (Buy One Get One),False
1000276755,2023-02-26 17:46:01,Bruce Moon,['Hair Gel'],3,68.09,Debit Card,Los Angeles,Department Store,,Homemaker,Fall,Discount On Selected Items,False
1000874745,2023-12-13 11:19:06,Corey Durham,"['Cereal Bars', 'Cleaning Spray', 'Vacuum Cleaner', 'Pickles', 'Laundry Detergent']",10,33.37,Credit Card,Boston,Warehouse Club,False,Middle-Aged,Summer,Na,False
1000825185,2023-04-10 19:22:29,Ronnie Walker,['Pickles'],7,86.73,Credit Card,Los Angeles,Warehouse Club,True,Homemaker,Winter,Na,False
1000327672,2020-04-20 05:26:13,Christopher Archer,['Sponges'],5,96.76,Debit Card,Seattle,Convenience Store,True,Teenager,Summer,Discount On Selected Items,False
1000393541,2021-03-18 00:39:23,Anthony Foster,"['Shower Gel', 'Jam', 'Rice', 'Salmon', 'Potatoes']",3,27.706047131102952,Cash,San Francisco,Pharmacy,,Professional,Summer,Discount On Selected Items,False
1000030550,2020-01-03 21:24:05,Timothy Pittman,"['Razors', 'Cleaning Spray', 'Bath Towels']",7,23.26,Debit Card,Atlanta,Convenience Store,True,Homemaker,Summer,Discount On Selected Items,False
1000817126,2023-01-03 23:49:04,Mr. Douglas Ryan,"['Insect Repellent', 'Carrots', 'Bbq Sauce', 'Rice']",3,85.37,Credit Card,Atlanta,Specialty Store,True,Middle-Aged,Winter,Bogo (Buy One Get One),False
1000324359,2023-08-22 05:52:47,Kristina Long,['Canned Soup'],10,15.932766780552347,Debit Card,Dallas,Specialty Store,False,Professional,Fall,Bogo (Buy One Get One),False
1000783939,2022-07-08 10:52:20,Eileen Miles,"['Vinegar', 'Sponges']",10,83.82,Debit Card,New York,Pharmacy,False,Senior Citizen,Fall,Discount On Selected Items,False
1000589965,2020-05-09 05:38:23,Jamie Hill,"['Potatoes', 'Toilet Paper', 'Dishware']",10,89.79,Mobile Payment,Miami,Specialty Store,False,Teenager,Spring,Discount On Selected Items,False
1000323258,2020-03-15 19:37:36,Michelle Gillespie,"['Ironing Board', 'Feminine Hygiene Products', 'Extension Cords', 'Mustard', 'Cleaning Rags']",6,91.95727587248,Credit Card,Houston,Supermarket,True,Young Adult,Spring,Bogo (Buy One Get One),False
1000232848,2022-04-24 16:35:17,Colleen Williams,"['Cereal Bars', 'Shaving Cream', 'Deodorant', 'Plant Fertilizer', 'Beef']",10,,Debit Card,Seattle,Department Store,,Senior Citizen,Winter,Na,False
1000226304,2021-03-21 06:38:09,Robert Harris,"['Shampoo', 'Cereal Bars', 'Diapers', 'Carrots']",10,47.77,Debit Card,San Francisco,Department Store,True,Retiree,Winter,Bogo (Buy One Get One),False
1000536906,2022-04-16 07:47:39,William Beltran Jr.,"['Hair Gel', 'Water', 'Hand Sanitizer', 'Bbq Sauce', 'Cheese']",5,90.48865006410362,Debit Card,Los Angeles,Supermarket,False,Professional,Fall,Discount On Selected Items,False
1000997548,2020-12-31 09:52:59,Mary Mclean,"['Canned Soup', 'Chicken', 'Vinegar']",9,31.92,Debit Card,San Francisco,Convenience Store,False,Teenager,Winter,Discount On Selected Items,False
1000787078,2023-11-13 08:52:20,Mr. John Faulkner,"['Iron', 'Carrots', 'Mayonnaise', 'Bread', 'Shampoo']",7,78.15,Mobile Payment,Los Angeles,Warehouse Club,False,Student,Fall,Na,False
1000203554,2023-05-11 05:44:30,Ricardo Reese,"['Tea', 'Banana', 'Tomatoes', 'Razors', 'Rice']",2,64.67,Credit Card,Los Angeles,Warehouse Club,True,Teenager,Spring,Na,False
1000137593,2021-07-22 07:10:15,Roy Wright,['Jam'],5,28.25,Credit Card,New York,Specialty Store,,Retiree,Winter,Discount On Selected Items,False
1000227635,2022-09-19 01:53:41,Michelle Davis,['Tissues'],2,95.1296515544978,Debit Card,Dallas,Pharmacy,False,Young Adult,,Discount On Selected Items,False
1000244064,2021-10-01 19:40:15,Cody Nixon,['Onions'],3,,Credit Card,Los Angeles,Convenience Store,True,Professional,Spring,Discount On Selected Items,False
1000455447,2021-02-09 22:51:15,Sandra Lopez,"['Water', 'Bread', 'Insect Repellent', 'Coffee', 'Jam']",8,,Credit Card,Chicago,Supermarket,True,Homemaker,Winter,Na,False
1000067505,2024-03-14 03:10:30,Lisa Gonzalez,"['Pasta', 'Carrots', 'Soda', 'Yogurt', 'Vinegar']",9,66.35,Credit Card,Houston,Pharmacy,,Student,Spring,Discount On Selected Items,False
1000356254,2021-01-30 04:20:16,Jennifer Rodriguez,"['Beef', 'Paper Towels', 'Cleaning Rags', 'Deodorant']",1,91.05,Mobile Payment,Chicago,Supermarket,True,Student,Summer,Bogo (Buy One Get One),False
1000513866,2023-03-02 11:01:05,Danielle Wright,"['Soap', 'Shrimp', 'Mustard']",2,31.29,Cash,Miami,Warehouse Club,False,Middle-Aged,Summer,Na,False
1000178379,2021-08-07 11:50:55,John Anderson,['Extension Cords'],9,92.88,Mobile Payment,Dallas,Supermarket,False,Middle-Aged,Fall,Bogo (Buy One Get One),False
1000723231,2023-04-21 19:37:33,Erin Lin,['Syrup'],10,,Cash,Miami,Specialty Store,True,Retiree,Fall,Bogo (Buy One Get One),False
1000316092,2022-04-08 02:01:26,Amber Reynolds,"['Milk', 'Ketchup', 'Trash Cans', 'Salmon']",4,16.25,Credit Card,Seattle,Specialty Store,True,Senior Citizen,,Bogo (Buy One Get One),False
1000178223,2021-08-16 08:14:28,Sharon Cruz Dvm,"['Coffee', 'Cheese', 'Cheese']",2,54.56,Credit Card,Miami,Supermarket,True,Homemaker,Winter,Discount On Selected Items,False
1000332307,2021-12-12 22:31:29,Timothy Hansen,"['Pickles', 'Bread', 'Feminine Hygiene Products', 'Garden Hose', 'Olive Oil']",1,60.0,Cash,Boston,Supermarket,True,Homemaker,Summer,Discount On Selected Items,False
1000955823,2022-04-12 17:44:17,James Garcia,"['Sponges', 'Rice', 'Laundry Detergent', 'Ironing Board']",3,84.24,Debit Card,San Francisco,Warehouse Club,True,Student,Spring,Bogo (Buy One Get One),False
1000323106,2024-02-12 02:24:14,Katrina Mitchell,"['Tissues', 'Peanut Butter', 'Shrimp']",4,11.68,Debit Card,Miami,Supermarket,False,Teenager,Spring,Discount On Selected Items,False
1000623714,2024-04-10 16:44:37,Robin Orr,['Milk'],8,30.801215885407974,Credit Card,Houston,Warehouse Club,False,Young Adult,Spring,Na,False
1000681742,2023-12-04 08:49:36,Christopher Alexander,"['Sponges', 'Shower Gel', 'Sponges', 'Ice Cream', 'Toothpaste']",1,76.79,Mobile Payment,Seattle,Supermarket,True,Teenager,Summer,Na,False
1000040035,2021-06-28 19:17:29,Travis Wright,"['Razors', 'Potatoes']",10,38.02,Mobile Payment,Seattle,Specialty Store,False,Retiree,Spring,Discount On Selected Items,False
1000900212,2024-04-30 09:19:19,Paul Jennings,"['Rice', 'Chicken', 'Tomatoes', 'Water']",10,,Cash,San Francisco,Department Store,False,Student,Summer,Na,False
1000837647,2023-08-23 06:01:28,Margaret Rice,"['Plant Fertilizer', 'Ice Cream', 'Trash Bags']",4,74.06,Debit Card,Chicago,Convenience Store,True,Homemaker,Spring,Bogo (Buy One Get One),False
1000262461,2022-12-08 02:58:30,Hannah Padilla,['Olive Oil'],5,,Cash,Boston,Specialty Store,False,Homemaker,Summer,Bogo (Buy One Get One),False
1000246382,2020-08-21 19:40:03,Vincent Sheppard,"['Hand Sanitizer', 'Vinegar', 'Cereal', 'Air Freshener']",1,122.53214122742254,Mobile Payment,San Francisco,Supermarket,True,Young Adult,Spring,Discount On Selected Items,False
1000326981,2020-06-06 22:53:02,Peter Delgado,"['Insect Repellent', 'Razors', 'Peanut Butter', 'Canned Soup', 'Coffee']",3,88.79,Debit Card,Atlanta,Supermarket,False,Student,Winter,Discount On Selected Items,False
1000549152,2021-08-05 18:44:59,Chris Ballard,"['Shaving Cream', 'Garden Hose', 'Pickles', 'Honey']",9,12.418556275082064,Debit Card,New York,Supermarket,True,Young Adult,Summer,Discount On Selected Items,False
1000453347,2022-06-24 09:00:12,Barbara Archer,"['Razors', 'Potatoes', 'Water', 'Shower Gel', 'Mayonnaise']",5,94.81,Credit Card,San Francisco,Warehouse Club,True,Senior Citizen,Summer,Discount On Selected Items,False
1000982385,2021-02-27 18:20:18,Lisa Fisher,"['Soap', 'Yogurt']",9,40.62589543831936,Mobile Payment,Los Angeles,Supermarket,True,Young Adult,Winter,Discount On Selected Items,False
1000749562,2024-02-01 03:08:24,Sarah Williams,['Toothpaste'],1,85.6,Mobile Payment,Boston,Department Store,True,Homemaker,,Bogo (Buy One Get One),False
1000372855,2023-03-02 01:54:56,Amanda Wheeler,"['Toothpaste', 'Tuna', 'Cleaning Spray', 'Bath Towels']",2,40.059017070672965,Credit Card,Dallas,Supermarket,True,Professional,Fall,Na,False
1000805591,2021-10-22 13:04:58,Gregory Knight,['Bread'],7,42.32,Cash,San Francisco,Department Store,True,Senior Citizen,Winter,Na,False
1000428150,2023-07-22 16:26:29,Rachel Mckenzie,['Jam'],8,,Debit Card,San Francisco,Specialty Store,True,Retiree,Fall,Discount On Selected Items,False
1000853932,2023-11-09 01:41:05,Carla Williamson,"['Shower Gel', 'Mop', 'Trash Cans']",4,81.86,Mobile Payment,Seattle,Pharmacy,False,Teenager,Spring,Bogo (Buy One Get One),False
1000993973,2021-10-03 08:24:01,Jose Rodriguez,"['Iron', 'Cleaning Rags', 'Soda']",3,46.98,Mobile Payment,Chicago,Pharmacy,False,Teenager,Summer,Bogo (Buy One Get One),False
1000159361,2021-12-24 00:58:04,Lisa Gordon,"['Salmon', 'Hair Gel', 'Peanut Butter', 'Cheese', 'Chips']",8,148.13211124386115,Credit Card,San Francisco,Department Store,False,Professional,Winter,Na,False
1000619411,2021-11-05 19:09:24,Maria Robinson,"['Chips', 'Rice', 'Olive Oil', 'Trash Cans', 'Spinach']",2,158.49361061229757,Credit Card,Boston,Supermarket,False,Young Adult,Fall,Discount On Selected Items,False
1000668166,2023-01-06 16:10:41,Samantha Ferguson,"['Carrots', 'Tuna']",3,156.93232586237394,Credit Card,Seattle,Convenience Store,False,Young Adult,Spring,Bogo (Buy One Get One),False
1000466619,2021-09-28 05:02:20,Brandi Compton,"['Beef', 'Hand Sanitizer']",10,62.44,Credit Card,Houston,Department Store,False,Homemaker,,Discount On Selected Items,False
1000101299,2023-08-26 23:41:18,Mariah Patterson,['Ketchup'],9,98.53471522356703,Credit Card,Los Angeles,Specialty Store,False,Young Adult,Summer,Na,False
1000444341,2022-12-31 20:06:06,Devin Flores,['Water'],8,90.49560558663002,Credit Card,Atlanta,Warehouse Club,True,Young Adult,Fall,Discount On Selected Items,False
1000896856,2022-09-30 03:37:23,Jordan Rogers,"['Hand Sanitizer', 'Shaving Cream', 'Toothpaste']",9,,Credit Card,Houston,Warehouse Club,True,Teenager,Winter,Na,False
1000818299,2023-10-29 05:30:57,Lynn Shaw,"['Pasta', 'Mustard', 'Pickles']",7,64.29,Credit Card,New York,Supermarket,True,Teenager,,Bogo (Buy One Get One),False
1000607911,2020-04-07 23:08:09,Sierra Roberts,['Yogurt'],8,21.86,Cash,Dallas,Specialty Store,False,Teenager,Spring,Discount On Selected Items,False
1000676052,2020-08-23 18:11:27,Scott Miller,"['Bread', 'Beef', 'Ironing Board', 'Chips', 'Dish Soap']",1,6.34,Mobile Payment,Miami,Department Store,False,Senior Citizen,,Na,False
1000869566,2020-10-31 02:00:36,Megan Dawson,"['Chicken', 'Pancake Mix', 'Bread', 'Extension Cords']",2,11.76,Credit Card,Seattle,Pharmacy,True,Retiree,Winter,Bogo (Buy One Get One),False
1000537464,2020-04-26 10:32:54,Lisa Brown,"['Extension Cords', 'Shampoo']",1,39.29,Cash,Atlanta,Supermarket,False,Retiree,Winter,Bogo (Buy One Get One),False
1000452166,2020-04-15 00:24:25,Michael Green,"['Apple', 'Soap', 'Bbq Sauce', 'Dishware']",9,,Mobile Payment,Miami,Supermarket,True,Student,Summer,Na,False
1000613327,2022-09-19 05:02:16,Ashley Robinson,['Toothpaste'],10,66.31,Credit Card,Los Angeles,Supermarket,,Student,Winter,Na,False
1000315194,2022-05-15 08:07:17,Lauren Dodson,"['Chicken', 'Mustard', 'Toothpaste', 'Deodorant', 'Bread']",7,16.46,Debit Card,Atlanta,Warehouse Club,True,Retiree,Summer,Bogo (Buy One Get One),False
1000905120,2020-06-07 07:21:48,Sara Todd,"['Bbq Sauce', 'Banana', 'Butter', 'Air Freshener', 'Salmon']",10,18.92,Mobile Payment,Atlanta,Pharmacy,False,Middle-Aged,Spring,Bogo (Buy One Get One),False
1000467273,2022-08-02 02:50:06,Danny Mayo,"['Vacuum Cleaner', 'Bbq Sauce']",4,12.962862496998737,Cash,Seattle,Department Store,True,Professional,Fall,Bogo (Buy One Get One),False
1000232885,2024-01-16 23:21:22,Regina Dougherty,"['Cleaning Rags', 'Apple']",3,,Debit Card,Dallas,Supermarket,False,Student,Fall,Bogo (Buy One Get One),False
1000097451,2023-03-02 03:31:57,Norma George,"['Paper Towels', 'Dustpan', 'Insect Repellent', 'Cereal Bars', 'Spinach']",6,88.38,Debit Card,Atlanta,Warehouse Club,False,Homemaker,Winter,Na,False
1000007158,2021-02-09 22:39:40,Brandon Griffin,"['Light Bulbs', 'Diapers']",6,20.98,Mobile Payment,Boston,Supermarket,False,Homemaker,Spring,Bogo (Buy One Get One),False
1000153406,2022-09-06 03:56:00,Douglas Perry,"['Eggs', 'Mustard', 'Laundry Detergent', 'Hair Gel', 'Iron']",7,,Debit Card,Dallas,Warehouse Club,False,Young Adult,Summer,Bogo (Buy One Get One),False
1000006797,2021-05-07 22:46:35,John Morrow,['Ice Cream'],4,64.2,Mobile Payment,San Francisco,Convenience Store,False,Retiree,Winter,Bogo (Buy One Get One),False
1000076899,2023-05-20 23:31:09,Lucas Ford,"['Extension Cords', 'Potatoes', 'Pickles', 'Baby Wipes']",10,38.93,Mobile Payment,Chicago,Convenience Store,True,Teenager,Fall,Discount On Selected Items,False
1000948206,2023-11-22 07:58:22,James Barnes,"['Light Bulbs', 'Shaving Cream', 'Toothbrush']",7,45.21,Credit Card,Miami,Supermarket,True,Retiree,Winter,Bogo (Buy One Get One),False
1000283147,2024-03-09 23:20:13,Anthony Cole,"['Tomatoes', 'Mayonnaise', 'Plant Fertilizer', 'Beef']",6,,Credit Card,Houston,Warehouse Club,True,Senior Citizen,Winter,Discount On Selected Items,False
1000400060,2022-07-31 02:22:51,Jennifer Reyes,"['Razors', 'Tissues', 'Shrimp']",7,23.891974867870605,Debit Card,Dallas,Department Store,False,Young Adult,Winter,Bogo (Buy One Get One),False
1000703704,2023-01-03 20:56:55,Shelby Simmons,"['Water', 'Jam']",2,57.1,Mobile Payment,San Francisco,Convenience Store,True,Middle-Aged,Summer,Na,False
1000660788,2020-07-25 18:01:37,Jessica Davis,"['Chips', 'Carrots', 'Cleaning Rags', 'Shampoo', 'Pancake Mix']",7,26.97,Cash,Boston,Department Store,True,Student,Summer,Na,False
1000780487,2022-07-10 17:05:51,Nancy Jordan,"['Hair Gel', 'Trash Bags']",3,16.52,Mobile Payment,Atlanta,Pharmacy,False,Retiree,Winter,Na,False
1000582900,2022-09-15 02:44:38,Alec Scott,['Feminine Hygiene Products'],5,62.92291144046149,Credit Card,Seattle,Pharmacy,False,Professional,Summer,Bogo (Buy One Get One),False
1000063174,2024-04-12 20:38:59,Erika Miller,"['Power Strips', 'Canned Soup', 'Diapers', 'Baby Wipes']",1,31.83,Credit Card,San Francisco,Supermarket,True,Senior Citizen,Summer,Bogo (Buy One Get One),False
1000867647,2020-11-02 10:01:28,William Nichols,"['Honey', 'Mayonnaise']",2,42.271919884010856,Cash,Dallas,Specialty Store,False,Young Adult,Summer,Discount On Selected Items,False
1000824532,2021-03-22 02:39:44,Gary Gray,['Toilet Paper'],9,45.0,Cash,San Francisco,Warehouse Club,False,Homemaker,Winter,Na,False
1000540280,2023-08-20 08:00:21,Tiffany Morton,"['Milk', 'Bath Towels', 'Eggs', 'Vacuum Cleaner']",7,42.8,Debit Card,Miami,Department Store,False,Teenager,Winter,Na,False
1000306923,2023-01-29 15:38:58,Jennifer Yoder,"['Vinegar', 'Bath Towels', 'Sponges', 'Mop']",3,58.77854883623524,Debit Card,Seattle,Warehouse Club,True,Young Adult,Winter,Discount On Selected Items,False
1000663266,2024-05-13 05:17:49,Sean Ewing,"['Spinach', 'Potatoes', 'Salmon']",8,60.18,Mobile Payment,Dallas,Convenience Store,True,Middle-Aged,Fall,Bogo (Buy One Get One),False
1000192159,2024-04-08 11:32:06,Brenda Simmons,['Shaving Cream'],2,70.37,Mobile Payment,Boston,Pharmacy,False,Teenager,Winter,Discount On Selected Items,False
1000360956,2023-12-27 19:09:53,Glen Arias,"['Baby Wipes', 'Cleaning Spray', 'Cheese']",6,93.3565903243823,Mobile Payment,New York,Warehouse Club,True,Young Adult,Spring,Discount On Selected Items,False
1000817904,2021-04-03 21:05:41,Emily Parrish,"['Cleaning Spray', 'Vacuum Cleaner', 'Hand Sanitizer', 'Butter', 'Pickles']",7,,Mobile Payment,Boston,Specialty Store,False,Retiree,Spring,Discount On Selected Items,False
1000407317,2021-01-06 14:57:19,Brian Morrison,"['Tissues', 'Razors', 'Potatoes', 'Tomatoes']",9,37.89476225734711,Credit Card,Miami,Pharmacy,True,Professional,,Bogo (Buy One Get One),False
1000242962,2020-11-03 23:23:09,Kimberly Martin,"['Baby Wipes', 'Shrimp', 'Deodorant']",2,93.71,Mobile Payment,Houston,Specialty Store,True,Retiree,Spring,Discount On Selected Items,False
1000111032,2020-01-19 08:15:22,Joseph Bishop,"['Sponges', 'Potatoes']",9,23.75,Cash,Miami,Supermarket,False,Retiree,Summer,Bogo (Buy One Get One),False
1000804982,2021-02-01 04:37:42,John Huffman,"['Honey', 'Ironing Board', 'Mustard', 'Mayonnaise']",2,89.76,Credit Card,Los Angeles,Supermarket,True,Homemaker,Spring,Na,False
1000887359,2024-03-30 08:39:53,Jessica Hart,"['Dish Soap', 'Cheese']",9,,Credit Card,Chicago,Convenience Store,False,Retiree,Winter,Discount On Selected Items,False
1000387945,2020-06-18 21:35:44,Amanda Taylor,"['Vinegar', 'Cleaning Spray', 'Peanut Butter', 'Chicken']",1,36.77,Cash,Seattle,Supermarket,,Teenager,Summer,Discount On Selected Items,False
1000221215,2022-11-24 14:06:10,Stephanie Neal,"['Carrots', 'Deodorant', 'Butter', 'Pickles', 'Eggs']",4,66.68,Debit Card,New York,Pharmacy,True,Teenager,,Na,False
1000453209,2023-10-22 20:56:47,Austin Wagner,"['Bath Towels', 'Trash Bags', 'Shaving Cream', 'Shower Gel']",10,54.27,Credit Card,Miami,Pharmacy,False,Senior Citizen,Summer,Na,False
1000983467,2023-09-26 13:33:54,Michelle Glenn,['Laundry Detergent'],2,31.16,Mobile Payment,Chicago,Department Store,False,Senior Citizen,,Na,False
1000790096,2021-04-26 12:29:02,Sara Anderson,"['Honey', 'Ironing Board', 'Chicken', 'Butter']",3,64.78,Cash,Miami,Specialty Store,True,Retiree,Summer,Bogo (Buy One Get One),False
1000539273,2022-02-11 06:51:27,Johnny Morrison,"['Deodorant', 'Toilet Paper', 'Honey']",2,33.16,Credit Card,Atlanta,Specialty Store,False,Student,Summer,Bogo (Buy One Get One),False
1000680902,2022-08-21 09:29:05,Veronica Brown,"['Shower Gel', 'Mop']",2,31.44,Credit Card,Dallas,Pharmacy,True,Senior Citizen,Winter,Na,False
1000281670,2022-07-16 01:02:32,Todd Kim,"['Trash Bags', 'Rice', 'Laundry Detergent']",7,9.42,Debit Card,Dallas,Convenience Store,,Student,Winter,Discount On Selected Items,False
1000374353,2024-03-05 06:08:12,Brian Parker,"['Canned Soup', 'Syrup', 'Cleaning Rags', 'Water']",9,,Debit Card,Houston,Convenience Store,False,Middle-Aged,Fall,Bogo (Buy One Get One),False
1000236015,2023-06-22 11:30:14,Travis Silva,"['Shower Gel', 'Toothbrush', 'Orange', 'Shower Gel', 'Rice']",10,65.23994858203024,Credit Card,Seattle,Warehouse Club,True,Young Adult,Summer,Bogo (Buy One Get One),False
1000772267,2021-02-20 02:38:07,Kelly Allen,['Shower Gel'],9,35.26,Cash,Dallas,Department Store,False,Middle-Aged,Spring,Na,False
1000956331,2022-08-23 16:16:21,William Walker,"['Pickles', 'Power Strips']",10,24.82,Credit Card,Boston,Specialty Store,False,Teenager,,Discount On Selected Items,False
1000383074,2023-05-14 17:32:53,Rodney Peterson,"['Soda', 'Shower Gel', 'Salmon', 'Apple', 'Milk']",3,,Mobile Payment,Seattle,Warehouse Club,False,Teenager,Spring,Na,False
1000168800,2021-03-07 08:14:39,Clinton Hendrix,"['Plant Fertilizer', 'Apple', 'Eggs', 'Banana']",7,16.99,Cash,Dallas,Pharmacy,True,Senior Citizen,Fall,Discount On Selected Items,False
1000807987,2021-02-06 03:19:57,Joseph Le,"['Olive Oil', 'Tomatoes', 'Bread', 'Vacuum Cleaner']",2,31.63,Debit Card,Boston,Department Store,False,Student,Summer,Discount On Selected Items,False
1000755213,2024-03-17 02:37:59,Thomas Hickman,"['Dishware', 'Vinegar']",3,68.3,Debit Card,Atlanta,Specialty Store,True,Teenager,Winter,Bogo (Buy One Get One),False
